"Name","Location","Code Unit"
"Exhaust_Duty_Correction_A","000e4d4c","3dmtable "
"Exhaust_Duty_Correction_B","000e4d68","3dmtable "
"Exhaust_Duty_Correction_C","000e4d84","3dmtable "
"Exhaust_Duty_Correction_D","000e4da0","3dmtable "
"GEAR_load_adjust_ARRAY_1025ac","001025ac","float[6] "
"Gear_Shift_Indicator_D_Speed","001025d8","float 300.0"
"MAF_Limit_Maximum","00104770","float 200.0"
"Gear_Determ_Thresholds_A","00104a18","float[5] "
"Gear_Determ_Thresholds_B","00104a2c","float[5] "
"Engine_Load_Limiter_A_data","00104c6c","short[9] "
"Engine_Load_Limiter_B_data","00104ca4","short[9] "
"MAF_Compensation_IAT_xaxis","00105838","float[6] "
"MAF_Compensation_IAT_yaxis","00105850","float[10] "
"MAF_Compensation_IAT_data","00105878","db[6][10] "
"Engine_Load_Compensation_xaxis","001058c8","float[15] "
"Engine_Load_Compensation_yaxis","00105904","float[24] "
"Engine_Load_Compensation_data","00105964","db[15][24] "
"Cylinder_Fill_Percentage_yaxis","00108094","float[22] "
"Cylinder_Fill_Percentage_data","001080ec","ushort[16][22] "
"Tip_In_Enrichment_Applied_Counter_Reset","00111660","db 16h"
"Tip_In_Throttle_Cumulative_Reset","00111661","db 16h"
"Hotstart_Enrichment_Decay_Delay","00111700","undefined2 0FDFh"
"Hotstart_Minimum_Enrichment_Limit_Runtime","00111702","undefined2 1388h"
"GDI_Pressure_Multiplier_C","001117f4","float 0.078"
"Injector_Flow_Scaling_BRZ","00111860","float 263.1"
"Injector_Minimum_Open_Time","00111890","float 610.0"
"Injector_Flow_Scaling","00111894","float 12176.6"
