name,data,table,sizey,sizex,type,type2,category
Timing Compensation Per Cylinder B  ,,,,,,,
Timing Compensation Per Cylinder C  ,,,,,,,
Timing Compensation Per Cylinder D  ,,,,,,,
Timing Compensation Per Cylinder A ,,,,,,,
Timing Compensation Per Cylinder B ,,,,,,,
Timing Compensation Per Cylinder C ,,,,,,,
Timing Compensation Per Cylinder D ,,,,,,,
Timing Compensation Per Cylinder E,,,,,,,
Timing Compensation Per Cylinder F,,,,,,,
Timing Compensation Per Gear (1st),,,,,,,
Timing Compensation Per Gear (2nd),,,,,,,
Timing Compensation Per Gear (3rd),,,,,,,
Timing Compensation Per Gear (4th),,,,,,,
Timing Compensation Per Gear (5th),,,,,,,
Timing Compensation Per Gear Activation (RPM),,,,,,,
Timing Compensation Per Gear Activation (Load),,,,,,,
Feedback Correction Minimum Load ,,,,,,,
Feedback Correction Retard Value ,,,,,,,
Feedback Correction Negative Advance Delay ,,,,,,,
Extended Feedback Correction High RPM Compensation,,,,,,,
Fine Correction Minimum (RPM),,,,,,,
Fine Correction Maximum (RPM),,,,,,,
Fine Correction Rows (RPM) ,,,,,,,
Fine Correction Columns (Load) ,,,,,,,
Fine Correction Retard Value A,,,,,,,
Fine Correction Retard Value B,,,,,,,
Fine Correction Retard Value ,,,,,,,
Rough Correction Learning Delay (Increasing),,,,,,,
Rough Correction Learning Delay (Increasing) ,,,,,,,
Target Throttle Plate Position Divider (RPM),,,,,,,
Speed Limiting (Throttle) ,,,,,,,
Speed Limiting (Fuel Cut),,,,,,,
Speed Limiting (Throttle),,,,,,,
Speed Limiting A (Throttle),,,,,,,
Speed Limiting B (Throttle),,,,,,,
Speed Limiting (Throttle) SI-DRIVE Intelligent,,,,,,,
EGT Sensor Scaling,,,,,,,
Fuel Temp Sensor Scaling,,,,,,,
Atmospheric Pressure Sensor Scaling,,,,,,,
Fuel Pump Duty Cycle,,,,,,,
Radiator Fan Modes (ECT),,,,,,,
Radiator Fan Modes C (ECT),,,,,,,
Radiator Fan Modes D (ECT),,,,,,,
Atmospheric Pressure Sensor Scaling ,,,,,,,
Gear Determination Thresholds,,,,,,,
Gear Determination Thresholds C,,,,,,,
AFR Sensor Heater Protection,,,,,,,
AFR Sensor Heating Limit,,,,,,,
OL Fuelling Throttle Compensation,,,,,,,
OL Fuelling Accelerator Compensation,,,,,,,
Catalyst Warm Up Idle,,,,,,,
Catalyst Warm Up Non-Idle,,,,,,,
AFR Sensor Heating Limit A,,,,,,,
AFR Sensor Heating Limit B,,,,,,,
Force Pass Readiness Monitors,,,,,,,
Force Pass Readiness Monitors ,,,,,,,
(P0000) PASS CODE (NO DTC DETECTED),,,,,,,
(P0000) PASS CODE (NO DTC DETECTED) ,,,,,,,
(P0026) OSV SOLENOID VALVE CIRCUIT RANGE PERF B1,,,,,,,
(P0028) OSV SOLENOID VALVE CIRCUIT RANGE PERF B2,,,,,,,
(P0043) HO2S CIRCUIT LOW B1 S3,,,,,,,
(P0044) HO2S CIRCUIT HIGH B1 S3,,,,,,,
(P0050) HO2S CIRCUIT RANGE PERF B2 S1,,,,,,,
(P0051) HO2S CIRCUIT LOW B2 S1,,,,,,,
(P0052) HO2S CIRCUIT HIGH B2 S1,,,,,,,
(P0057) HO2S CIRCUIT LOW B2 S2,,,,,,,
(P0058) HO2S CIRCUIT HIGH B2 S2,,,,,,,
(P0076) INTAKE VALVE CIRCUIT LOW (BANK 1),,,,,,,
(P0077) INTAKE VALVE CONTROL HIGH (BANK 1),,,,,,,
(P0082) INTAKE VALVE CONTROL LOW (BANK 2),,,,,,,
(P0083) INTAKE VALVE CONTROL HIGH (BANK 2),,,,,,,
(P0121) TPS RANGE PERF,,,,,,,
(P0126) INSUFFICIENT COOLANT TEMP (OPERATION),,,,,,,
(P0129) ATMOS. PRESSURE SENSOR RANGE PERF,,,,,,,
(P0139) REAR O2 SENSOR SLOW RESPONSE,,,,,,,
(P0143) O2 SENSOR CIRCUIT LOW B1 S3,,,,,,,
(P0144) O2 SENSOR CIRCUIT HIGH B1 S3,,,,,,,
(P0145) O2 SENSOR CIRCUIT SLOW RESPONSE B1 S3,,,,,,,
(P0151) O2 SENSOR CIRCUIT LOW B2 S1,,,,,,,
(P0152) O2 SENSOR CIRCUIT HIGH B2 S1,,,,,,,
(P0153) O2 SENSOR CIRCUIT SLOW RESPONSE B2 S1,,,,,,,
(P0154) O2 SENSOR CIRCUIT OPEN B2 S1,,,,,,,
(P0157) O2 SENSOR CIRCUIT LOW B2 S2,,,,,,,
(P0158) O2 SENSOR CIRCUIT HIGH B2 S2,,,,,,,
(P0159) O2 SENSOR CIRCUIT SLOW RESPONSE B2 S2,,,,,,,
(P0160) O2 SENSOR NO ACTIVITY B2 S2,,,,,,,
(P0174) SYSTEM TOO LEAN B2,,,,,,,
(P0175) SYSTEM TOO RICH B2,,,,,,,
(P0181) FUEL TEMP SENSOR A RANGE PERF,,,,,,,
(P0182) FUEL TEMP SENSOR A LOW INPUT,,,,,,,
(P0183) FUEL TEMP SENSOR A HIGH INPUT,,,,,,,
(P0244) WASTEGATE SOLENOID A RANGE PERF,,,,,,,
(P0245) WASTEGATE SOLENOID A LOW,,,,,,,
(P0246) WASTEGATE SOLENOID A HIGH,,,,,,,
(P0261) FUEL INJECTOR #1 CIRCUIT LOW,,,,,,,
(P0264) FUEL INJECTOR #2 CIRCUIT LOW,,,,,,,
(P0267) FUEL INJECTOR #3 CIRCUIT LOW,,,,,,,
(P0270) FUEL INJECTOR #4 CIRCUIT LOW,,,,,,,
(P0300) RANDOM MULTIPLE CYLINDER MISFIRE DETECTED,,,,,,,
(P0301) MISFIRE CYLINDER 1,,,,,,,
(P0302) MISFIRE CYLINDER 2,,,,,,,
(P0303) MISFIRE CYLINDER 3,,,,,,,
(P0304) MISFIRE CYLINDER 4,,,,,,,
(P0305) MISFIRE CYLINDER 5,,,,,,,
(P0306) MISFIRE CYLINDER 6,,,,,,,
(P0350) IGNITION COIL PRIMARY/SECONDARY,,,,,,,
(P0400) EGR FLOW,,,,,,,
(P0410) SECONDARY AIR PUMP SYSTEM,,,,,,,
(P0411) SECONDARY AIR PUMP INCORRECT FLOW,,,,,,,
(P0413) SECONDARY AIR PUMP A OPEN,,,,,,,
(P0414) SECONDARY AIR PUMP A SHORTED,,,,,,,
(P0416) SECONDARY AIR PUMP B OPEN,,,,,,,
(P0417) SECONDARY AIR PUMP B SHORTED,,,,,,,
(P0418) SECONDARY AIR PUMP RELAY A,,,,,,,
(P0442) EVAP LEAK DETECTED (SMALL),,,,,,,
(P0447) EVAP VENT CONTROL CIRCUIT OPEN,,,,,,,
(P0448) EVAP VENT CONTROL CIRCUIT SHORTED,,,,,,,
(P0451) EVAP PRESSURE SENSOR RANGE/PERF,,,,,,,
(P0452) EVAP PRESSURE SENSOR LOW INPUT,,,,,,,
(P0453) EVAP PRESSURE SENSOR HIGH INPUT,,,,,,,
(P0457) EVAP LEAK DETECTED (FUEL CAP),,,,,,,
(P0464) FUEL LEVEL SENSOR INTERMITTENT,,,,,,,
(P0483) RADIATOR FAN RATIONALITY CHECK,,,,,,,
(P0500) VEHICLE SPEED SENSOR A,,,,,,,
(P0502) VEHICLE SPEED SENSOR LOW INPUT,,,,,,,
(P0503) VEHICLE SPEED SENSOR INTERMITTENT,,,,,,,
(P0508) IDLE CONTROL CIRCUIT LOW,,,,,,,
(P0509) IDLE CONTROL CIRCUIT HIGH,,,,,,,
(P0519) IDLE CONTROL MALFUNCTION (FAIL-SAFE),,,,,,,
(P0545) EGT SENSOR CIRCUIT LOW,,,,,,,
(P0546) EGT SENSOR CIRCUIT HIGH,,,,,,,
(P0558) ALTERNATOR CIRCUIT LOW,,,,,,,
(P0559) ALTERNATOR CIRCUIT HIGH,,,,,,,
(P0565) CRUISE CONTROL SET SIGNAL,,,,,,,
(P0600) SERIAL COMMUNICATION LINK,,,,,,,
(P0602) CONTROL MODULE PROG. ERROR,,,,,,,
(P0607) CONTROL MODULE PERFORMANCE,,,,,,,
(P0638) THROTTLE ACTUATOR RANGE PERF,,,,,,,
(P0691) RADIATOR FAN CIRCUIT LOW,,,,,,,
(P0692) RADIATOR FAN CIRCUIT HIGH,,,,,,,
(P0703) BRAKE SWITCH INPUT MALFUNCTION,,,,,,,
(P0705) TRANSMISSION RANGE SENSOR MALFUNCTION,,,,,,,
(P0710) ATF TEMP SENSOR MALFUNCTION,,,,,,,
(P0716) TORQUE CONVERTER TURBINE SPEED RANGE PERF,,,,,,,
(P0720) AT VEHICLE SPEED SENSOR HIGH,,,,,,,
(P0726) ENGINE SPEED INPUT RANGE PERF,,,,,,,
(P0731) GEAR 1 INCORRECT RATIO,,,,,,,
(P0732) GEAR 2 INCORRECT RATIO,,,,,,,
(P0733) GEAR 3 INCORRECT RATIO,,,,,,,
(P0734) GEAR 4 INCORRECT RATIO,,,,,,,
(P0741) TORQUE CONVERTER CLUTCH MALFUNCTION,,,,,,,
(P0743) TORQUE CONVERTER CLUTCH LOCK-UP DUTY SOLENOID,,,,,,,
(P0748) PRESSURE CONTROL LINE PRESSURE DUTY SOLENOID,,,,,,,
(P0753) SHIFT SOLENOID A ELECTRICAL,,,,,,,
(P0758) SHIFT SOLENOID B ELECTRICAL,,,,,,,
(P0771) AT LOW CLUTCH TIMING SOLENOID MALFUNCTION,,,,,,,
(P0778) AT 2-4 BRAKE PRESSURE SOLENOID MALFUNCTION,,,,,,,
(P0785) AT 2-4 BRAKE TIMING SOLENOID MALFUNCTION,,,,,,,
(P0864) TCM COMMUNICATION RANGE PERF,,,,,,,
(P0865) TCM COMMUNICATION CIRCUIT LOW,,,,,,,
(P0866) TCM COMMUNICATION CIRCUIT HIGH,,,,,,,
(P1026) VVL SYSTEMS 1 PERFORMANCE,,,,,,,
(P1028) VVL SYSTEMS 2 PERFORMANCE,,,,,,,
(P1086) TGV POS. 2 CIRCUIT LOW,,,,,,,
(P1087) TGV POS. 2 CIRCUIT HIGH,,,,,,,
(P1088) TGV POS. 1 CIRCUIT LOW,,,,,,,
(P1089) TGV POS. 1 CIRCUIT HIGH,,,,,,,
(P1090) TGV SYSTEM 1 (VALVE OPEN),,,,,,,
(P1091) TGV SYSTEM 1 (VALVE CLOSE),,,,,,,
(P1092) TGV SYSTEM 2 (VALVE OPEN),,,,,,,
(P1093) TGV SYSTEM 2 (VALVE CLOSE),,,,,,,
(P1094) TGV SIGNAL 1 (OPEN),,,,,,,
(P1095) TGV SIGNAL 1 (SHORT),,,,,,,
(P1096) TGV SIGNAL 2 (OPEN),,,,,,,
(P1097) TGV SIGNAL 2 (SHORT),,,,,,,
(P1110) ATMOS. PRESSURE SENSOR LOW INPUT,,,,,,,
(P1111) ATMOS. PRESSURE SENSOR HIGH INPUT,,,,,,,
(P1152) FRONT O2 SENSOR RANGE PERF LOW B1 S1,,,,,,,
(P1153) FRONT O2 SENSOR RANGE PERF HIGH B1 S1,,,,,,,
(P1154) O2 SENSOR RANGE PERF LOW B2 S1,,,,,,,
(P1155) O2 SENSOR RANGE PERF HIGH B2 S1,,,,,,,
(P1282) PCV SYSTEM CIRCUIT (OPEN),,,,,,,
(P1301) MISFIRE (HIGH TEMP EXHAUST GAS),,,,,,,
(P1312) EGT SENSOR MALFUNCTION,,,,,,,
(P1400) FUEL TANK PRESSURE SOL. LOW,,,,,,,
(P1410) SECONDARY AIR PUMP VALVE STUCK OPEN,,,,,,,
(P1418) SECONDARY AIR PUMP CIRCUIT SHORTED,,,,,,,
(P1420) FUEL TANK PRESSURE SOL. HIGH INPUT,,,,,,,
(P1443) VENT CONTROL SOLENOID FUNCTION PROBLEM,,,,,,,
(P1446) FUEL TANK SENSOR CONTROL CIRCUIT LOW,,,,,,,
(P1447) FUEL TANK SENSOR CONTROL CIRCUIT HIGH,,,,,,,
(P1448) FUEL TANK SENSOR CONTROL RANGE PERF,,,,,,,
(P1491) PCV (BLOWBY) FUNCTION PROBLEM,,,,,,,
(P1492) EGR SOLENOID SIGNAL 1 MALFUNCTION (LOW),,,,,,,
(P1493) EGR SOLENOID SIGNAL 1 MALFUNCTION (HIGH),,,,,,,
(P1494) EGR SOLENOID SIGNAL 2 MALFUNCTION (LOW),,,,,,,
(P1495) EGR SOLENOID SIGNAL 2 MALFUNCTION (HIGH),,,,,,,
(P1496) EGR SIGNAL 3 CIRCUIT LOW,,,,,,,
(P1497) EGR SOLENOID SIGNAL 3 MALFUNCTION (HIGH),,,,,,,
(P1498) EGR SIGNAL 4 CIRCUIT LOW,,,,,,,
(P1499) EGR SIGNAL 4 CIRCUIT HIGH,,,,,,,
(P1518) STARTER SWITCH LOW INPUT,,,,,,,
(P1519) IMRC STUCK CLOSED,,,,,,,
(P1520) IMRC CIRCUIT MALFUNCTION,,,,,,,
(P1544) EGT TOO HIGH,,,,,,,
(P1560) BACK-UP VOLTAGE MALFUNCTION,,,,,,,
(P1602) CONTROL MODULE PROGRAMMING ERROR,,,,,,,
(P1616) SBDS INTERACTIVE CODES,,,,,,,
(P1700) TPS CIRCUIT MALFUNCTION (AT),,,,,,,
(P2004) TGV - INTAKE MANIFOLD RUNNER 1 STUCK OPEN,,,,,,,
(P2005) TGV - INTAKE MANIFOLD RUNNER 2 STUCK OPEN,,,,,,,
(P2006) TGV - INTAKE MANIFOLD RUNNER 1 STUCK CLOSED,,,,,,,
(P2007) TGV - INTAKE MANIFOLD RUNNER 2 STUCK CLOSED,,,,,,,
(P2008) TGV - INTAKE MANIFOLD RUNNER 1 CIRCUIT OPEN,,,,,,,
(P2009) TGV - INTAKE MANIFOLD RUNNER 1 CIRCUIT LOW,,,,,,,
(P2011) TGV - INTAKE MANIFOLD RUNNER 2 CIRCUIT OPEN,,,,,,,
(P2012) TGV - INTAKE MANIFOLD RUNNER 2 CIRCUIT LOW,,,,,,,
(P2016) TGV - INTAKE MANIFOLD RUNNER 1 POS. SENSOR LOW,,,,,,,
(P2017) TGV - INTAKE MANIFOLD RUNNER 1 POS. SENSOR HIGH,,,,,,,
(P2021) TGV - INTAKE MANIFOLD RUNNER 2 POS. SENSOR LOW,,,,,,,
(P2022) TGV - INTAKE MANIFOLD RUNNER 2 POS. SENSOR HIGH,,,,,,,
(P2088) OCV SOLENOID A1 CIRCUIT OPEN,,,,,,,
(P2089) OCV SOLENOID A1 CIRCUIT SHORT,,,,,,,
(P2090) OCV SOLENOID B1 CIRCUIT OPEN,,,,,,,
(P2091) OCV SOLENOID B1 CIRCUIT SHORT,,,,,,,
(P2092) OCV SOLENOID A2 CIRCUIT OPEN,,,,,,,
(P2093) OCV SOLENOID A2 CIRCUIT SHORT,,,,,,,
(P2094) OCV SOLENOID B2 CIRCUIT OPEN,,,,,,,
(P2095) OCV SOLENOID B2 CIRCUIT SHORT,,,,,,,
(P2098) POST CATALYST TOO LEAN B2,,,,,,,
(P2099) POST CATALYST TOO RICH B2,,,,,,,
(P2227) BARO. PRESSURE CIRCUIT RANGE PERF,,,,,,,
(P2228) BARO. PRESSURE CIRCUIT LOW INPUT,,,,,,,
(P2229) BARO. PRESSURE CIRCUIT HIGH INPUT,,,,,,,
(P2431) SECONDARY AIR PUMP CIRCUIT RANGE PERF,,,,,,,
(P2432) SECONDARY AIR PUMP CIRCUIT LOW,,,,,,,
(P2433) SECONDARY AIR PUMP CIRCUIT HIGH,,,,,,,
(P2440) SECONDARY AIR PUMP VALVE 1 STUCK OPEN,,,,,,,
(P2441) SECONDARY AIR PUMP VALVE 1 STUCK CLOSED,,,,,,,
(P2442) SECONDARY AIR PUMP VALVE 2 STUCK OPEN,,,,,,,
(P2443) SECONDARY AIR PUMP 2 STUCK CLOSED,,,,,,,
(P2444) SECONDARY AIR PUMP 1 STUCK ON B1,,,,,,,
(P2503) CHARGING SYSTEM VOLTAGE LOW,,,,,,,
(P2504) CHARGING SYSTEM VOLTAGE HIGH,,,,,,,
Checksum Fix,,,,,,,
Checksum Fix 2,,,,,,,
